Index,Carrier,Year,Service category,Request,Code type,Code,Description of service,Number of requests per code,Approval rate,Initially denied then approved - approval rate,Expedited - Avg response time,Standard - Avg response time,Extenuating circumstances - Avg response time,Expedited - Number of requests,Standard - Number of requests,Extenuating circumstances - Number of requests,Drug name,Drug code,Drug brand names
4407,Carrier G,2022,Outpatient MH-SUD,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,H2012,BEHAVIORAL HEALTH DAY TREATMENT PER HOUR,1,1,0,0,35,0,0,1,0,NA,NA,NA
4408,Carrier G,2022,Outpatient MH-SUD,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,90837,PSYCHOTHERAPY W/PATIENT 60 MINUTES,11,0,0.09,72.6,56.1,0,3,8,0,NA,NA,NA
4409,Carrier G,2022,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0784,EXTERNAL AMBULATORY INFUSION PUMP INSULIN,16,1,0,73,45.9,0,1,15,0,NA,NA,NA
4410,Carrier G,2022,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,K0553,SUPPLY ALLOW FOR TX CGM1 MO SPL  Equal to  1 U OF SERVICE,1,1,0,0,0,0,0,1,0,NA,NA,NA
4411,Carrier G,2022,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,A9277,TRANSMITTER EXT  USE WITH NONDME INTRSTL CGM,1,0,0,0,0,0,0,1,0,NA,NA,NA
4412,Carrier G,2022,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,E0784,EXTERNAL AMBULATORY INFUSION PUMP INSULIN,16,1,0,73,45.9,0,1,15,0,NA,NA,NA
4413,Carrier G,2022,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,K0553,SUPPLY ALLOW FOR TX CGM1 MO SPL  Equal to  1 U OF SERVICE,1,1,0,0,0,0,0,1,0,NA,NA,NA
4414,Carrier G,2022,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E1390,O2 CONC 1 DEL PORT 85 PCT  OR GT 02 CONC AT PRSC FLW RATE,78,0.63,0,25.8,114.5,0,8,70,0,NA,NA,NA
4415,Carrier G,2022,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,L0650,LSO SAGITTAL-CORONAL CONTRL RIGD ANT POST PANELS,12,0.25,0,0,68.2,0,0,12,0,NA,NA,NA
4416,Carrier G,2022,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0652,PNEUMAT COMPRS SEG HOM MDL W/CALBRTD GRADNT PRSS,10,0,0,0,155.6,0,0,10,0,NA,NA,NA
4417,Carrier G,2022,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,L1960,AFO POSTERIOR SOLID ANK PLASTIC CUSTOM FAB,9,0.67,0,0,43,0,0,9,0,NA,NA,NA
4418,Carrier G,2022,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0601,CONTINUOUS POSITIVE AIRWAY PRESSURE DEVICE,8,0.13,0,0,38.3,0,0,8,0,NA,NA,NA
4419,Carrier G,2022,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0466,HOME VENTILATOR ANY TYPE USED W/NON-INVASV INTF,8,0.5,0,19.8,80.3,0,4,4,0,NA,NA,NA
4420,Carrier G,2022,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,V2624,POLISHING/RESURFACING OF OCULAR PROSTHESIS,8,1,0,0,57.3,0,0,8,0,NA,NA,NA
4421,Carrier G,2022,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E1399,DURABLE MEDICAL EQUIPMENT MISCELLANEOUS,8,0.25,0,0,133.6,0,0,8,0,NA,NA,NA
4422,Carrier G,2022,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,K0108,OTHER ACCESSORIES,7,0.57,0,0,114,0,0,7,0,NA,NA,NA
4423,Carrier G,2022,DME,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,V2628,FABRICATION AND FITTING OF OCULAR CONFORMER,7,0.86,0,0,55.9,0,0,7,0,NA,NA,NA
4424,Carrier G,2022,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,58571,LAPS TOTAL HYSTERECT 250 GM OR LT  W/RMVL TUBE/OVARY,1,1,0,0,0,0,0,1,0,NA,NA,NA
4425,Carrier G,2022,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,A9274,EXTERNAL AMB INSULIN DEL SYSTEM DISPOSABLE EA,1,1,0,0,75.6,0,0,1,0,NA,NA,NA
4426,Carrier G,2022,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,B9998,NOC FOR ENTERAL SUPPLIES,1,1,0,0,48,0,0,1,0,NA,NA,NA
4427,Carrier G,2022,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,E0240,BATH/SHOWER CHAIR W/WO WHEELS ANY SIZE,1,1,0,0,32.1,0,0,1,0,NA,NA,NA
4428,Carrier G,2022,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,E0656,SEG PNEUMAT APPLIANCE USE W/PNEUMAT COMPRS TRUNK,1,1,0,0,93.5,0,0,1,0,NA,NA,NA
4429,Carrier G,2022,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,E0986,MNL WHEELCHAIR ACSS PUSH-RIM ACT PWR ASSIST SYS,1,1,0,0,0,0,0,1,0,NA,NA,NA
4430,Carrier G,2022,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,E1020,RESIDUAL LIMB SUPPORT SYSTEM WHEELCHAIR ANY TYPE,1,1,0,0,96,0,0,1,0,NA,NA,NA
4431,Carrier G,2022,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,E1161,MANUAL ADULT SIZE WHEELCHAIR INCLUDES TILT SPACE,1,1,0,0,150.1,0,0,1,0,NA,NA,NA
4432,Carrier G,2022,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,E1815,DYN ADJ ANKLE EXT/FLEX DEVC INCL SOFT INTF MATL,1,1,0,0,99.2,0,0,1,0,NA,NA,NA
4433,Carrier G,2022,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,E2325,PWR WC ACSS SIP AND PUFF INTERFCE NONPROPRTNAL,1,1,0,0,68,0,0,1,0,NA,NA,NA
4434,Carrier G,2022,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,L2999,LOWER EXTREMITY ORTHOSES NOT OTHERWISE SPECIFIED,1,0,1,0,81,0,0,1,0,NA,NA,NA
4435,Carrier G,2022,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,B4157,ENTRAL F NUTRITION CMPL INHERITED DZ METAB,2,0,0.5,19,48,0,1,1,0,NA,NA,NA
4436,Carrier G,2022,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,A4649,SURGICAL SUPPLY MISCELLANEOUS,4,0,0.25,32,95,0,3,1,0,NA,NA,NA
4437,Carrier G,2022,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,E0486,ORL DEVC/APPL RDUC UP AIRWAY COLLAPSIBILITY CSTM,5,0,0.2,0,53.5,0,0,5,0,NA,NA,NA
4438,Carrier G,2022,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,E0760,OSTOGNS STIM LOW INTENS ULTRASOUND NON-INVASV,5,0,0.2,0,133.8,0,0,5,0,NA,NA,NA
4439,Carrier G,2022,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,E0766,ELEC STIM DVC U CANCER TX INCL ALL ACC ANY TYPE,5,0,0.2,159,92,0,1,4,0,NA,NA,NA
4440,Carrier G,2022,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,V2623,PROSTHETIC EYE PLASTIC CUSTOM,5,0,0.2,0,73.2,0,0,5,0,NA,NA,NA
4441,Carrier G,2022,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,V2628,FABRICATION AND FITTING OF OCULAR CONFORMER,7,0,0.14,0,55.9,0,0,7,0,NA,NA,NA
4442,Carrier G,2022,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,E0466,HOME VENTILATOR ANY TYPE USED W/NON-INVASV INTF,8,0,0.13,19.8,80.3,0,4,4,0,NA,NA,NA
4443,Carrier G,2022,DME,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,V2624,POLISHING/RESURFACING OF OCULAR PROSTHESIS,8,0,0.13,0,57.3,0,0,8,0,NA,NA,NA
4444,Carrier J,2022,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,22853,Insertion of interbody biomechanical device(s) (eg synthetic cage mesh) with integral anterior instrumentation for device anchoring (eg screws flanges) when performed to intervertebral disc space in conjunction with interbody arthrodesis each interspace (List separately in addition to code for primary procedure),49,0.88,0,1.8,73.7,0,5,44,0,NA,NA,NA
4445,Carrier J,2022,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,22840,Posterior non-segmental instrumentation (eg Harrington rod technique pedicle fixation across 1 interspace atlantoaxial transarticular screw fixation sublaminar wiring at C1 facet screw fixation) (List separately in addition to code for primary procedure),46,0.85,0,2.8,70.9,0,4,42,0,NA,NA,NA
4446,Carrier J,2022,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,96416,Chemotherapy administration intravenous infusion technique initiation of prolonged chemotherapy infusion (more than 8 hours) requiring use of a portable or implantable pump,36,0,0,0.1,6.1,0,13,23,0,NA,NA,NA
4447,Carrier J,2022,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,63048,Laminectomy facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord cauda equina and/or nerve root[s] [eg spinal or lateral recess stenosis]) single vertebral segment each additional segment cervical thoracic or lumbar (List separately in addition to code for primary procedure),29,0.83,0,1.1,56.8,0,7,22,0,NA,NA,NA
4448,Carrier J,2022,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,22633,Arthrodesis combined posterior or posterolateral technique with posterior interbody technique including laminectomy and/or discectomy sufficient to prepare interspace (other than for decompression) single interspace and segment lumbar,28,0.96,0,2,77.2,0,1,27,0,NA,NA,NA
4449,Carrier J,2022,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,44207,Laparoscopy surgical colectomy partial with anastomosis with coloproctostomy (low pelvic anastomosis),27,0,0,0.6,1.8,0,4,23,0,NA,NA,NA
4450,Carrier J,2022,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,22612,Arthrodesis posterior or posterolateral technique single level lumbar (with lateral transverse technique when performed),23,0.91,0,2.1,62.8,0,2,21,0,NA,NA,NA
4451,Carrier J,2022,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,22842,Posterior segmental instrumentation (eg pedicle fixation dual rods with multiple hooks and sublaminar wires) 3 to 6 vertebral segments (List separately in addition to code for primary procedure),23,0.83,0,0.3,86.8,0,3,20,0,NA,NA,NA
4452,Carrier J,2022,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,J9100,Cytarabine Hcl 100 Mg Inj,22,0,0,0,1,0,10,12,0,NA,NA,NA
4453,Carrier J,2022,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,63047,Laminectomy facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord cauda equina and/or nerve root[s] [eg spinal or lateral recess stenosis]) single vertebral segment lumbar,22,0.91,0,1.4,58.5,0,4,18,0,NA,NA,NA
4454,Carrier J,2022,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,44204,Laparoscopy surgical colectomy partial with anastomosis,22,0,0,0,6,0,0,22,0,NA,NA,NA
4455,Carrier J,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,27130,Arthroplasty acetabular and proximal femoral prosthetic replacement (total hip arthroplasty) with or without autograft or allograft,14,1,0,0,86,0,0,14,0,NA,NA,NA
4456,Carrier J,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,22843,Posterior segmental instrumentation (eg pedicle fixation dual rods with multiple hooks and sublaminar wires) 7 to 12 vertebral segments (List separately in addition to code for primary procedure),8,1,0,12.3,19.9,0,2,6,0,NA,NA,NA
4457,Carrier J,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,22610,Arthrodesis posterior or posterolateral technique single level thoracic (with lateral transverse technique when performed),5,1,0,1.7,28.3,0,3,2,0,NA,NA,NA
4458,Carrier J,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,63012,Laminectomy with removal of abnormal facets and/or pars inter-articularis with decompression of cauda equina and nerve roots for spondylolisthesis lumbar (Gill type procedure),4,1,0,0,66.1,0,0,4,0,NA,NA,NA
4459,Carrier J,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,63052,Laminectomy facetectomy or foraminotomy with lumbar decompression of spinal cord cauda equina and/or nerve root during posterior interbody arthrodesis single segment,4,1,0,0,102.7,0,0,4,0,NA,NA,NA
4460,Carrier J,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,22325,Open treatment and/or reduction of vertebral fracture(s) and/or dislocation(s) posterior approach 1 fractured vertebra or dislocated segment lumbar,4,1,0,0,10.5,0,0,4,0,NA,NA,NA
4461,Carrier J,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,47135,Liver allotransplantation orthotopic partial or whole from cadaver or living donor any age,4,1,0,27.3,30.4,0,1,3,0,NA,NA,NA
4462,Carrier J,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,63046,Laminectomy facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord cauda equina and/or nerve root[s] [eg spinal or lateral recess stenosis]) single vertebral segment thoracic,3,1,0,0.4,19.5,0,2,1,0,NA,NA,NA
4463,Carrier J,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,63053,Laminectomy facetectomy or foraminotomy with lumbar decompression of spinal cord cauda equina and/or nerve root during posterior interbody arthrodesis each additional segment,3,1,0,0,103.1,0,0,3,0,NA,NA,NA
4464,Carrier J,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,61867,Twist drill burr hole craniotomy or craniectomy with stereotactic implantation of neurostimulator electrode array in subcortical site (eg thalamus globus pallidus subthalamic nucleus periventricular periaqueductal gray) with use of intraoperative microelectrode recording first array,3,1,0,0,37.6,0,0,3,0,NA,NA,NA
4465,Carrier J,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,63056,Transpedicular approach with decompression of spinal cord equina and/or nerve root(s) (eg herniated intervertebral disc) single segment lumbar (including transfacet or lateral extraforaminal approach) (eg far lateral herniated intervertebral disc),3,1,0,0,51.6,0,0,3,0,NA,NA,NA
4466,Carrier J,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,22856,Total disc arthroplasty (artificial disc) anterior approach including discectomy with end plate preparation (includes osteophytectomy for nerve root or spinal cord decompression and microdissection) single interspace cervical,3,1,0,0,152.1,0,0,3,0,NA,NA,NA
4467,Carrier J,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,33361,Transcatheter aortic valve replacement (TAVR/TAVI) with prosthetic valve percutaneous femoral artery approach,3,1,0,0,17.2,0,0,3,0,NA,NA,NA
4468,Carrier J,2022,Inpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,22856,Total disc arthroplasty (artificial disc) anterior approach including discectomy with end plate preparation (includes osteophytectomy for nerve root or spinal cord decompression and microdissection) single interspace cervical,3,0,0.33,0,152.1,0,0,3,0,NA,NA,NA
4469,Carrier J,2022,Inpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,22633,Arthrodesis combined posterior or posterolateral technique with posterior interbody technique including laminectomy and/or discectomy sufficient to prepare interspace (other than for decompression) single interspace and segment lumbar,28,0,0.07,2,77.2,0,1,27,0,NA,NA,NA
4470,Carrier J,2022,Inpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,20931,Allograft structural for spine surgery only (List separately in addition to code for primary procedure),15,0,0.07,0.1,47.8,0,1,14,0,NA,NA,NA
4471,Carrier J,2022,Inpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,22840,Posterior non-segmental instrumentation (eg Harrington rod technique pedicle fixation across 1 interspace atlantoaxial transarticular screw fixation sublaminar wiring at C1 facet screw fixation) (List separately in addition to code for primary procedure),46,0,0.07,2.8,70.9,0,4,42,0,NA,NA,NA
4472,Carrier J,2022,Inpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,22558,Arthrodesis anterior interbody technique including minimal discectomy to prepare interspace (other than for decompression) lumbar,21,0,0.05,2.1,75.5,0,2,19,0,NA,NA,NA
4473,Carrier J,2022,Inpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,63047,Laminectomy facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord cauda equina and/or nerve root[s] [eg spinal or lateral recess stenosis]) single vertebral segment lumbar,22,0,0.05,1.4,58.5,0,4,18,0,NA,NA,NA
4474,Carrier J,2022,Inpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,22612,Arthrodesis posterior or posterolateral technique single level lumbar (with lateral transverse technique when performed),23,0,0.04,2.1,62.8,0,2,21,0,NA,NA,NA
4475,Carrier J,2022,Inpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,22853,Insertion of interbody biomechanical device(s) (eg synthetic cage mesh) with integral anterior instrumentation for device anchoring (eg screws flanges) when performed to intervertebral disc space in conjunction with interbody arthrodesis each interspace (List separately in addition to code for primary procedure),49,0,0.04,1.8,73.7,0,5,44,0,NA,NA,NA
4476,Carrier J,2022,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97110,Therapeutic procedure 1 or more areas each 15 minutes therapeutic exercises to develop strength and endurance range of motion and flexibility,5448,0.7,0,2,23.2,2826.6,15,5433,18,NA,NA,NA
4477,Carrier J,2022,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97530,Therapeutic activities direct (one-on-one) patient contact (use of dynamic activities to improve functional performance) each 15 minutes,5158,0.7,0,5.3,24.5,1535.9,11,5147,11,NA,NA,NA
4478,Carrier J,2022,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97140,Manual therapy techniques (eg mobilization/ manipulation manual lymphatic drainage manual traction) 1 or more regions each 15 minutes,4653,0.7,0,1.7,24.3,3871.9,14,4639,11,NA,NA,NA
4479,Carrier J,2022,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,97112,Therapeutic procedure 1 or more areas each 15 minutes neuromuscular reeducation of movement balance coordination kinesthetic sense posture and/or proprioception for sitting and/or standing activities,4186,0.69,0,0.7,24,2004.8,4,4182,9,NA,NA,NA
4480,Carrier J,2022,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,93306,ECHO transthoracic w/doppler complete,2961,0.94,0,0,4.3,2764.8,0,2961,5,NA,NA,NA
4481,Carrier J,2022,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,74176,CT abd & pelvis,2851,0.94,0,0.4,4.2,0,12,2839,0,NA,NA,NA
4482,Carrier J,2022,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,73721,MRI lower extremity any joint wo contr,2597,0.88,0,0.2,5.4,1622.9,4,2593,3,NA,NA,NA
4483,Carrier J,2022,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,72148,MRI of lumbar spine,1835,0.88,0,33.3,5.8,3096,2,1833,3,NA,NA,NA
4484,Carrier J,2022,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,G0399,Home sleep test (HST) with type III portable monitor unattended minimum of 4 channels: 2 respiratory movement/airflow 1 ECG/heart rate and 1 oxygen saturation,1743,0.96,0,6.9,2.8,1608,4,1739,2,NA,NA,NA
4485,Carrier J,2022,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,70553,MRI of brain and further sequences,1573,0.96,0,0.1,3.4,1473.8,2,1571,4,NA,NA,NA
4486,Carrier J,2022,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,43249,Esophagogastroduodenoscopy flexible transoral with transendoscopic balloon dilation of esophagus (less than 30 mm diameter),33,1,0,5.9,4.5,0,6,27,0,NA,NA,NA
4487,Carrier J,2022,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,29898,Arthroscopy ankle (tibiotalar and fibulotalar joints) surgical debridement extensive,27,1,0,0,2.3,5304,3,24,1,NA,NA,NA
4488,Carrier J,2022,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,75557,Cardiac MRI for morph,25,1,0,0,6.3,0,0,25,0,NA,NA,NA
4489,Carrier J,2022,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,77435,Stereotactic body radiation therapy treatment management per treatment course to 1 or more lesions including image guidance entire course not to exceed 5 fractions,20,1,0,11.4,44,0,3,17,0,NA,NA,NA
4490,Carrier J,2022,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,72142,Contrast MRI of cervical spine,20,1,0,0,0,0,0,20,0,NA,NA,NA
4491,Carrier J,2022,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,37243,Vascular embolization or occlusion inclusive of all radiological supervision and interpretation intraprocedural roadmapping and imaging guidance necessary to complete the intervention for tumors organ ischemia or infarction,20,1,0,10.2,17.9,0,2,18,0,NA,NA,NA
4492,Carrier J,2022,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,77373,Stereotactic body radiation therapy treatment delivery per fraction to 1 or more lesions including image guidance entire course not to exceed 5 fractions,19,1,0,12.4,46.6,0,3,16,0,NA,NA,NA
4493,Carrier J,2022,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,72149,Contrast MRI of lumbar spine,18,1,0,0,3.8,0,0,18,0,NA,NA,NA
4494,Carrier J,2022,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,75635,CTA abdm arta/lg artry w/o & w/cntrs,16,1,0,0,0,0,0,16,0,NA,NA,NA
4495,Carrier J,2022,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,72147,Contrast MRI of thoracic spine,16,1,0,0,0,0,0,16,0,NA,NA,NA
4496,Carrier J,2022,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,15832,Excision excessive skin and subcutaneous tissue (includes lipectomy) thigh,1,0,1,0,6351.9,0,0,1,0,NA,NA,NA
4497,Carrier J,2022,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,15879,Suction assisted lipectomy lower extremity,1,0,1,0,6351.9,0,0,1,0,NA,NA,NA
4498,Carrier J,2022,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,15839,Excision excessive skin and subcutaneous tissue (includes lipectomy) other area,1,0,1,0,6351.9,0,0,1,0,NA,NA,NA
4499,Carrier J,2022,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,15877,Suction assisted lipectomy trunk,1,0,1,0,6351.9,0,0,1,0,NA,NA,NA
4500,Carrier J,2022,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,22849,Reinsertion of spinal fixation device,2,0,0.5,0,84.8,0,0,2,0,NA,NA,NA
4501,Carrier J,2022,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,63655,Laminectomy for implantation of neurostimulator electrodes plate/paddle epidural,2,0,0.5,0,72.5,0,0,2,0,NA,NA,NA
4502,Carrier J,2022,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,22852,Removal of posterior segmental instrumentation,3,0,0.33,0,77.1,0,0,3,0,NA,NA,NA
4503,Carrier J,2022,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,29805,Arthroscopy shoulder diagnostic with or without synovial biopsy (separate procedure),5,0,0.2,5.5,163.6,0,1,4,0,NA,NA,NA
4504,Carrier J,2022,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,63045,Laminectomy facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord cauda equina and/or nerve root[s] [eg spinal or lateral recess stenosis]) single vertebral segment cervical,11,0,0.18,0,57.3,0,0,11,0,NA,NA,NA
4505,Carrier J,2022,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,29862,Arthroscopy hip surgical with debridement/shaving of articular cartilage (chondroplasty) abrasion arthroplasty and/or resection of labrum,7,0,0.14,0,51.3,0,0,7,0,NA,NA,NA
4506,Carrier J,2022,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,1002,Residential treatment Substance Use Disorder,256,0.98,0,13.4,29.2,4944,3,253,1,NA,NA,NA
4507,Carrier J,2022,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,1001,Residential treatment Psychiatric,55,0.8,0,32.2,42.3,5365.4,3,52,2,NA,NA,NA
4508,Carrier J,2022,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,124,Room and board Semi-Private Psychiatric,19,1,0,536.3,25.8,0,2,17,0,NA,NA,NA
4509,Carrier J,2022,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,Revenue,126,Room and board Semi Private Detoxification,2,1,0,0,12.1,4872,0,2,1,NA,NA,NA
4510,Carrier J,2022,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,99221,Initial hospital inpatient or observation care per day for the evaluation and management of a patient which requires a medically appropriate history and/or examination and straightforward or low level medical decision making. When using total time on the date of the encounter for code selection 40 minutes must be met or exceeded.,2,0,0,0,0.1,0,0,2,0,NA,NA,NA
4511,Carrier J,2022,Inpatient MH-SUD,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,14302,Adjacent tissue transfer or rearrangement any area each additional 30.0 sq cm or part thereof (List separately in addition to code for primary procedure),1,0,0,0,238.9,0,0,1,0,NA,NA,NA
